Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
918705785,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918713209,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918720014,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918726813,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918733917,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918740950,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918747927,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918754945,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918761957,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918768887,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918775897,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918782973,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918789907,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918797021,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918803998,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918810890,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
918818005,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918824968,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918833436,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918839029,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918845970,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918853495,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
918860072,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1B
918866947,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1C
918874105,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1D
918881075,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1E
918887959,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1F
918895037,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,10
918902000,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,11
918908961,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,12
918916005,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,13
918923036,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,14
918929972,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,15
918937052,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,16
918944049,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,17
918951016,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,18
918958133,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,19
918965004,000001A0,false,Rx,0,8,0,40,0,0,FE,FE,0,1A
