Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
23761424,000005A0,false,Rx,0,8,7F,00,00,30,5A,00,00,30,
23767130,00000280,false,Rx,0,8,01,3D,44,0F,3D,00,30,3D,
23767382,00000488,false,Rx,0,8,56,3D,3D,80,A6,00,00,70,
23767636,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
23771213,00000588,false,Rx,0,8,E9,75,80,89,66,00,00,00,
23774860,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
23774979,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23775251,000005A0,false,Rx,0,8,7F,00,00,DE,67,00,00,30,
23777244,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
23777445,00000380,false,Rx,0,8,00,4E,00,0C,00,00,00,00,
23779064,00000050,false,Rx,0,4,00,00,A0,A0,00,00,00,00,
23781139,00000480,false,Rx,0,8,A4,20,E9,17,19,06,00,65,
23781698,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
23783010,00000570,false,Rx,0,4,87,01,7A,01,00,00,00,00,
23784323,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23787155,00000280,false,Rx,0,8,01,3C,48,0F,3C,00,30,3C,
23787407,00000488,false,Rx,0,8,A6,3C,3C,80,A6,00,00,80,
23788797,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
23789053,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23789304,000005A0,false,Rx,0,8,7F,00,00,8C,75,00,00,30,
23791148,00000588,false,Rx,0,8,E9,75,80,01,67,00,00,00,
23795711,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
23797180,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
23797425,00000380,false,Rx,0,8,00,4E,00,0C,00,00,00,00,
23799121,00000050,false,Rx,0,4,00,00,B0,B0,00,00,00,00,
23801190,00000480,false,Rx,0,8,A4,20,F1,17,19,06,00,7D,
23802698,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
23802948,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23803200,000005A0,false,Rx,0,8,7F,00,00,3A,83,00,00,30,
23807165,00000280,false,Rx,0,8,01,3C,4C,0F,3C,00,30,3C,
23807413,00000488,false,Rx,0,8,B6,3C,3C,80,A6,00,00,90,
23809485,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23809741,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
23809986,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
23810241,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
23811178,00000588,false,Rx,0,8,E9,75,80,01,66,00,00,00,
23816703,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
23816894,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23817152,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
23817399,00000380,false,Rx,0,8,00,4E,00,09,00,00,00,00,
23817654,000005A0,false,Rx,0,8,7F,00,00,E8,90,00,00,30,
23819116,00000050,false,Rx,0,4,00,00,C0,C0,00,00,00,00,
23821190,00000480,false,Rx,0,8,A4,20,F9,17,19,06,00,75,
23823718,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
23827155,00000280,false,Rx,0,8,01,38,80,0F,38,00,30,38,
23827402,00000488,false,Rx,0,8,86,38,38,80,A6,00,00,A0,
23830733,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
23830984,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23831235,00000588,false,Rx,0,8,E9,74,80,0D,67,00,00,00,
23831485,000005A0,false,Rx,0,8,7F,00,00,96,9E,00,00,30,
23834890,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23837212,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
23837458,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
23837712,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
23839102,00000050,false,Rx,0,4,00,00,D0,D0,00,00,00,00,
23841175,00000480,false,Rx,0,8,A4,20,00,18,19,06,00,83,
23844763,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
23845012,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23845264,000005A0,false,Rx,0,8,7F,00,00,44,AC,00,00,30,
23847110,00000280,false,Rx,0,8,01,37,90,0F,37,00,30,37,
23847356,00000488,false,Rx,0,8,96,37,37,80,A6,00,00,B0,
23851158,00000588,false,Rx,0,8,E9,74,80,04,67,00,00,00,
23851800,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
23857211,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
23857403,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
23858706,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
23859063,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23859327,000005A0,false,Rx,0,8,7F,00,00,F2,B9,00,00,30,
23859347,00000050,false,Rx,0,4,00,00,E0,E0,00,00,00,00,
23859652,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23859974,00000420,false,Rx,0,8,04,78,79,44,00,00,FF,00,
23861211,00000480,false,Rx,0,8,ED,20,07,18,19,06,00,CD,
23865783,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
23867173,00000280,false,Rx,0,8,01,36,98,0F,36,00,30,36,
23867420,00000488,false,Rx,0,8,E6,36,36,80,A6,00,00,C0,
23871160,00000588,false,Rx,0,8,E9,74,80,02,66,00,00,00,
23872780,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
23873029,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23873280,000005A0,false,Rx,0,8,7F,00,00,A0,C7,00,00,30,
23877204,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
23877392,00000380,false,Rx,0,8,00,4E,00,0C,00,00,00,00,
23879162,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
23879721,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
23881183,00000480,false,Rx,0,8,ED,20,0F,18,19,06,00,C5,
23883033,00000570,false,Rx,0,4,87,01,7A,01,00,00,00,00,
23884421,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23886798,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
23887053,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23887229,00000280,false,Rx,0,8,01,3C,50,0F,3C,00,30,3C,
23887475,00000488,false,Rx,0,8,F6,3C,3C,80,A6,00,00,D0,
23887729,000005A0,false,Rx,0,8,7F,00,00,4E,D5,00,00,30,
23891159,00000588,false,Rx,0,8,E9,74,80,92,67,00,00,00,
23894950,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
23897186,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
23897398,00000380,false,Rx,0,8,00,4E,00,0E,00,00,00,00,
23899465,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
23900784,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
23901040,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23901216,00000480,false,Rx,0,8,ED,20,17,18,19,06,00,DD,
23901462,000005A0,false,Rx,0,8,7F,00,00,FC,E2,00,00,30,
23907171,00000280,false,Rx,0,8,01,3E,30,0F,3E,00,30,3E,
23907347,00000488,false,Rx,0,8,C6,3E,3E,80,A6,00,00,E0,
23907751,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
23909606,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23909869,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
23910125,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
23910446,00000520,false,Rx,0,8,51,67,01,2F,80,75,34,04,
23911159,00000588,false,Rx,0,8,E9,74,80,88,67,00,00,00,
23915009,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
23915131,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23915388,000005A0,false,Rx,0,8,7F,00,00,AA,F0,00,00,30,
23917162,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
23917409,00000380,false,Rx,0,8,00,4E,00,0E,00,00,00,00,
23919180,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
23921177,00000480,false,Rx,0,8,ED,20,1F,18,19,06,00,D5,
23921732,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
23927137,00000280,false,Rx,0,8,01,3D,40,0F,3D,00,30,3D,
23927384,00000488,false,Rx,0,8,D6,3D,3D,80,A6,00,00,F0,
23928852,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
23929106,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23929353,000005A0,false,Rx,0,8,7F,00,00,58,FE,00,00,30,
23931202,00000588,false,Rx,0,8,E9,74,80,04,66,00,00,00,
23935126,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23935885,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
23937162,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
23937411,00000380,false,Rx,0,8,00,4E,00,0D,00,00,00,00,
23939179,00000050,false,Rx,0,4,00,00,20,20,00,00,00,00,
23941177,00000480,false,Rx,0,8,19,20,27,18,19,06,00,19,
23942799,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
23943051,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23943300,000005A0,false,Rx,0,8,7F,00,00,06,0C,00,00,30,
23947115,00000280,false,Rx,0,8,01,3B,5C,0F,3B,00,30,3B,
23947366,00000488,false,Rx,0,8,26,3B,3B,80,A6,00,00,00,
23949815,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
23951130,00000588,false,Rx,0,8,E9,74,80,07,67,00,00,00,
23956772,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
23956950,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23957205,00000288,false,Rx,0,8,0C,53,D0,00,00,62,7D,00,
23957451,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
23957705,000005A0,false,Rx,0,8,7F,00,00,B4,19,00,00,30,
23958867,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23959196,00000050,false,Rx,0,4,00,00,30,30,00,00,00,00,
23961190,00000480,false,Rx,0,8,19,20,2F,18,19,06,00,11,
23963838,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
23967122,00000280,false,Rx,0,8,01,38,80,0F,38,00,30,38,
23967368,00000488,false,Rx,0,8,36,38,38,80,A6,00,00,10,
23970807,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
23971138,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23971309,00000588,false,Rx,0,8,E9,74,80,09,67,00,00,00,
23971562,000005A0,false,Rx,0,8,7F,00,00,62,27,00,00,30,
23977202,00000288,false,Rx,0,8,0C,53,D0,00,00,62,7D,00,
23977387,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
23977791,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
23979407,00000050,false,Rx,0,4,00,00,40,40,00,00,00,00,
23981180,00000480,false,Rx,0,8,19,20,37,18,19,06,00,09,
23983102,00000570,false,Rx,0,4,87,01,7A,01,00,00,00,00,
23984414,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
23984819,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
23985068,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23985319,000005A0,false,Rx,0,8,7F,00,00,10,35,00,00,30,
23987165,00000280,false,Rx,0,8,01,38,88,0F,38,00,30,38,
23987412,00000488,false,Rx,0,8,06,38,38,80,A6,00,00,20,
23991153,00000588,false,Rx,0,8,E9,74,80,02,66,00,00,00,
23991857,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
23997201,00000288,false,Rx,0,8,0C,53,D0,00,00,62,7D,00,
23997386,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
23998778,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
23999033,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
23999284,000005A0,false,Rx,0,8,7F,00,00,BE,42,00,00,30,
23999455,00000050,false,Rx,0,4,00,00,50,50,00,00,00,00,
24001148,00000480,false,Rx,0,8,19,20,3F,18,19,06,00,01,
24005798,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
24007113,00000280,false,Rx,0,8,01,38,88,0F,38,00,30,38,
24007364,00000488,false,Rx,0,8,16,38,38,80,A6,00,00,30,
24009283,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24009616,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
24009938,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
24011173,00000588,false,Rx,0,8,E9,74,80,00,67,00,00,00,
24012867,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
24013122,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24013373,000005A0,false,Rx,0,8,7F,00,00,6C,50,00,00,30,
24017232,00000288,false,Rx,0,8,75,53,D0,00,00,62,7D,00,
24017432,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
24019346,00000050,false,Rx,0,4,00,00,60,60,00,00,00,00,
24019872,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
24021257,00000480,false,Rx,0,8,53,20,47,18,19,06,00,33,
24026858,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
24027037,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24027289,00000280,false,Rx,0,8,01,3A,68,0F,3A,00,30,3A,
24027541,00000488,false,Rx,0,8,66,3A,3A,80,A6,00,00,40,
24027787,000005A0,false,Rx,0,8,7F,00,00,1A,5E,00,00,30,
24031139,00000588,false,Rx,0,8,E9,74,80,88,67,00,00,00,
24035231,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
24035254,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24037200,00000288,false,Rx,0,8,75,53,D0,00,00,62,7D,00,
24037376,00000380,false,Rx,0,8,00,4E,00,0A,00,00,00,00,
24039294,00000050,false,Rx,0,4,00,00,70,70,00,00,00,00,
24040838,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
24041094,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24041345,00000480,false,Rx,0,8,53,20,4F,18,19,06,00,3B,
24041598,000005A0,false,Rx,0,8,7F,00,00,C8,6B,00,00,30,
24047145,00000280,false,Rx,0,8,01,3B,58,0F,3B,00,30,3B,
24047395,00000488,false,Rx,0,8,76,3B,3B,80,A6,00,00,50,
24047874,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
24051167,00000588,false,Rx,0,8,E9,74,80,84,67,00,00,00,
24055372,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
24055399,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24055416,000005A0,false,Rx,0,8,7F,00,00,76,79,00,00,30,
24057164,00000288,false,Rx,0,8,75,53,D0,00,00,62,7D,00,
24057410,00000380,false,Rx,0,8,00,4E,00,0B,00,00,00,00,
24058878,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24059208,00000420,false,Rx,0,8,04,78,79,44,00,00,FF,00,
24059611,00000050,false,Rx,0,4,00,00,80,80,00,00,00,00,
24061175,00000480,false,Rx,0,8,53,20,57,18,19,06,00,23,
24061885,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
24067141,00000280,false,Rx,0,8,01,3C,48,0F,3C,00,30,3C,
24067340,00000488,false,Rx,0,8,46,3C,3C,80,A6,00,00,60,
24068881,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
24069136,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24069388,000005A0,false,Rx,0,8,7F,00,00,24,87,00,00,30,
24071155,00000588,false,Rx,0,8,E9,74,80,84,67,00,00,00,
24075854,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
24077180,00000288,false,Rx,0,8,75,53,D0,00,00,62,7D,00,
24077431,00000380,false,Rx,0,8,00,4E,00,0C,00,00,00,00,
24079350,00000050,false,Rx,0,4,00,00,90,90,00,00,00,00,
24081146,00000480,false,Rx,0,8,53,20,5F,18,19,06,00,2B,
24082917,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
24083173,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24083349,000005A0,false,Rx,0,8,7F,00,00,D2,94,00,00,30,
24083528,00000570,false,Rx,0,4,87,01,7A,00,00,00,00,00,
24084910,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24087133,00000280,false,Rx,0,8,01,3C,50,0F,3C,00,30,3C,
24087384,00000488,false,Rx,0,8,56,3C,3C,80,A6,00,00,70,
24089908,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
24091148,00000588,false,Rx,0,8,E9,74,80,02,67,00,00,00,
24096857,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
24097034,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24097328,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
24097592,00000380,false,Rx,0,8,00,4E,00,0B,00,00,00,00,
24097843,000005A0,false,Rx,0,8,7F,00,00,80,A2,00,00,30,
24099441,00000050,false,Rx,0,4,00,00,A0,A0,00,00,00,00,
24101160,00000480,false,Rx,0,8,A4,20,67,18,19,06,00,E4,
24103917,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
24107125,00000280,false,Rx,0,8,01,3B,60,0F,3B,00,2F,3B,
24107376,00000488,false,Rx,0,8,A6,3B,3B,80,A6,00,00,80,
24109369,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24109702,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
24110028,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
24110354,00000520,false,Rx,0,8,0C,88,01,2F,80,75,34,04,
24110983,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
24111231,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24111482,00000588,false,Rx,0,8,E9,74,80,04,67,00,00,00,
24111736,000005A0,false,Rx,0,8,7F,00,00,2E,B0,00,00,30,
24117239,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
24117426,00000380,false,Rx,0,8,00,4E,00,0B,00,00,00,00,
24117832,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
24119378,00000050,false,Rx,0,4,00,00,B0,B0,00,00,00,00,
24121150,00000480,false,Rx,0,8,A4,20,6F,18,19,06,00,EC,
24124891,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
24125138,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24125390,000005A0,false,Rx,0,8,7F,00,00,DC,BD,00,00,30,
24127237,00000280,false,Rx,0,8,01,39,70,0F,39,00,30,39,
24127484,00000488,false,Rx,0,8,B6,39,39,80,A6,00,00,90,
24131148,00000588,false,Rx,0,8,E9,74,80,04,67,00,00,00,
24131926,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
24135568,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24137217,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
24137409,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
24138878,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
24139133,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24139379,000005A0,false,Rx,0,8,7F,00,00,8A,CB,00,00,30,
24139557,00000050,false,Rx,0,4,00,00,C0,C0,00,00,00,00,
24141172,00000480,false,Rx,0,8,A4,20,77,18,19,06,00,F4,
24145895,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
24147132,00000280,false,Rx,0,8,01,38,88,0F,38,00,30,38,
24147378,00000488,false,Rx,0,8,86,38,38,80,A6,00,00,A0,
24151122,00000588,false,Rx,0,8,E9,74,80,06,66,00,00,00,
24152968,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
24153223,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24153469,000005A0,false,Rx,0,8,7F,00,00,38,D9,00,00,30,
24157233,00000288,false,Rx,0,8,8F,53,D0,00,00,62,7D,00,
24157419,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
24159060,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24159418,00000050,false,Rx,0,4,00,00,D0,D0,00,00,00,00,
24159896,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
24161132,00000480,false,Rx,0,8,A4,20,7E,18,19,06,00,FD,
24166950,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
24167144,00000280,false,Rx,0,8,01,38,88,0F,38,00,30,38,
24167393,00000488,false,Rx,0,8,96,38,38,80,A6,00,00,B0,
24167647,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24167893,000005A0,false,Rx,0,8,7F,00,00,E6,E6,00,00,30,
24171174,00000588,false,Rx,0,8,E9,73,80,00,67,00,00,00,
24173930,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
24177180,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
24177439,00000380,false,Rx,0,8,00,4E,00,08,00,00,00,00,
24179432,00000050,false,Rx,0,4,00,00,E0,E0,00,00,00,00,
24180902,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,10,
24181156,00000480,false,Rx,0,8,ED,20,86,18,19,06,00,4C,
24181402,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24181655,000005A0,false,Rx,0,8,7F,00,00,94,F4,00,00,30,
24182962,00000570,false,Rx,0,4,87,01,7A,00,00,00,00,00,
24184352,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24187110,00000280,false,Rx,0,8,01,38,7C,0F,38,00,2F,38,
24187361,00000488,false,Rx,0,8,E6,38,38,80,A6,00,00,C0,
24187990,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,11,
24191151,00000588,false,Rx,0,8,E9,73,80,83,67,00,00,00,
24195573,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,12,
24195595,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24195611,000005A0,false,Rx,0,8,7F,00,00,42,02,00,00,30,
24197153,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
24197399,00000380,false,Rx,0,8,00,4E,00,0D,00,00,00,00,
24199472,00000050,false,Rx,0,4,00,00,F0,F0,00,00,00,00,
24201176,00000480,false,Rx,0,8,ED,20,8E,18,19,06,00,44,
24201961,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,13,
24207137,00000280,false,Rx,0,8,01,3D,38,0F,3D,00,30,3D,
24207394,00000488,false,Rx,0,8,F6,3D,3D,80,A6,00,00,D0,
24209058,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,14,
24209261,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24209515,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24209686,000005A0,false,Rx,0,8,7F,00,00,F0,0F,00,00,30,
24209933,000005D8,false,Rx,0,8,15,04,00,03,01,00,00,00,
24210257,000005D0,false,Rx,0,6,80,47,51,30,24,41,00,00,
24211120,00000588,false,Rx,0,8,E9,73,80,91,66,00,00,00,
24215917,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,15,
24217162,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
24217408,00000380,false,Rx,0,8,00,4E,00,0D,00,00,00,00,
24219479,00000050,false,Rx,0,4,00,00,00,00,00,00,00,00,
24221102,00000480,false,Rx,0,8,ED,20,96,18,19,06,00,5C,
24222956,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,16,
24223211,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24223456,000005A0,false,Rx,0,8,7F,00,00,9E,1D,00,00,30,
24227125,00000280,false,Rx,0,8,01,3D,40,0F,3D,00,2F,3D,
24227378,00000488,false,Rx,0,8,C6,3D,3D,80,A6,00,00,E0,
24229981,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,17,
24231144,00000588,false,Rx,0,8,E9,73,80,02,67,00,00,00,
24233972,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24236941,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,18,
24237166,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24237412,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
24237666,00000380,false,Rx,0,8,00,4E,00,0D,00,00,00,00,
24237913,000005A0,false,Rx,0,8,7F,00,00,4C,2B,00,00,30,
24239448,00000050,false,Rx,0,4,00,00,10,10,00,00,00,00,
24241144,00000480,false,Rx,0,8,ED,20,9E,18,19,06,00,54,
24243975,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,19,
24247110,00000280,false,Rx,0,8,01,3B,54,0F,3B,00,30,3C,
24247361,00000488,false,Rx,0,8,D6,3C,3C,80,A6,00,00,F0,
24251025,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1A,
24251275,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24251528,00000588,false,Rx,0,8,E9,73,80,05,67,00,00,00,
24251700,000005A0,false,Rx,0,8,7F,00,00,FA,38,00,00,30,
24257231,00000288,false,Rx,0,8,DE,53,D0,00,00,62,7D,00,
24257422,00000380,false,Rx,0,8,00,4E,00,0C,00,00,00,00,
24257901,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1B,
24259145,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24259465,00000420,false,Rx,0,8,04,78,79,44,00,00,FF,00,
24259644,00000050,false,Rx,0,4,00,00,20,20,00,00,00,00,
24261155,00000480,false,Rx,0,8,19,20,A6,18,19,06,00,98,
24265027,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1C,
24265206,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24265452,000005A0,false,Rx,0,8,7F,00,00,A8,46,00,00,30,
24267144,00000280,false,Rx,0,8,01,39,78,0F,39,00,2F,39,
24267396,00000488,false,Rx,0,8,26,39,39,80,A6,00,00,00,
24271133,00000588,false,Rx,0,8,E9,73,80,09,67,00,00,00,
24271992,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1D,
24277199,00000288,false,Rx,0,8,0C,53,D0,00,00,62,7D,00,
24277395,00000380,false,Rx,0,8,00,4E,00,07,00,00,00,00,
24278941,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1E,
24279195,000004A0,false,Rx,0,8,00,00,00,00,00,00,00,00,
24279442,000005A0,false,Rx,0,8,7F,00,00,56,54,00,00,30,
24279621,00000050,false,Rx,0,4,00,00,30,30,00,00,00,00,
24281160,00000480,false,Rx,0,8,19,20,AD,18,19,06,00,93,
24283156,00000570,false,Rx,0,4,87,01,7A,00,00,00,00,00,
24284553,00000320,false,Rx,0,8,04,02,2D,01,00,00,00,00,
24286020,000001A0,false,Rx,0,8,00,40,00,00,FE,FE,00,1F,
